vendor_id,category,rating,review_count,booking_count,starting_price,max_price,avg_package_price,gallery_size,vendor_age_days,user_budget,recommended_score
vendor_12,Photography,4.77,36,96,68081,119550,117203,0,388,128897,3.6733
vendor_47,Making & Grooming,4.16,38,44,24911,68647,56645,6,86,66741,3.3087
vendor_16,Making & Grooming,4.75,4,21,23147,59537,45959,8,629,27536,3.0621
vendor_25,Venue,4.08,64,77,138947,289536,248201,7,1291,293277,3.4476
vendor_7,Photography,5,34,47,65937,148798,96368,4,519,133803,3.6536
vendor_20,Venue,4.54,35,47,146001,327391,173786,9,1306,239768,3.4593
vendor_6,Making & Grooming,4.78,113,128,20231,56327,42996,10,279,70459,3.9899
vendor_33,Photography,4.73,59,123,73706,118225,113792,11,245,61649,3.763
vendor_11,Decorations,4.8,51,89,40917,96444,82038,5,793,76189,3.7486
vendor_7,Decorations,5,58,21,48314,103637,96338,4,786,112277,3.5853
vendor_24,Making & Grooming,4.66,28,36,23251,61268,53094,10,637,40810,3.4396
vendor_47,Venue,4,31,130,138738,318423,200970,0,1103,227366,3.353
vendor_1,Venue,4.19,34,120,149836,343232,338901,2,1003,320279,3.4687
vendor_39,Venue,3.98,69,131,134887,264373,193338,10,195,214675,3.5089
vendor_36,Food & beverage,4.26,2,143,62134,159693,66188,1,394,197680,3.1845
vendor_47,Decorations,4.71,2,73,48136,95888,79068,2,628,56793,3.1781
vendor_28,Photography,5,25,86,62859,144840,122186,8,631,120379,3.7436
vendor_9,Making & Grooming,4.83,69,73,21842,66866,52768,6,1156,31503,3.7454
vendor_31,Venue,4.26,24,129,144370,315903,233433,2,730,133608,3.3812
vendor_34,Food & beverage,4.65,16,52,55349,193912,82895,2,744,163353,3.4203
vendor_29,Photography,4.73,96,59,63012,135134,78652,1,1065,118900,3.7075
vendor_14,Food & beverage,4.74,69,77,51656,195931,155998,5,326,138393,3.7616
vendor_7,Food & beverage,4.59,94,81,55805,185565,177215,0,258,187465,3.7365
vendor_29,Venue,4.29,66,54,151459,349628,295085,10,1136,135305,3.4127
vendor_36,Making & Grooming,4.87,11,121,23722,62674,48720,10,1195,65371,3.6705
vendor_24,Photography,5,22,58,73543,132944,131784,6,929,129741,3.6308
vendor_21,Venue,4.41,84,74,135591,339876,191986,5,1044,229772,3.5987
vendor_10,Decorations,4.72,38,103,45661,106447,91795,2,1146,55772,3.6411
vendor_21,Making & Grooming,4.65,12,57,21354,78211,72986,4,813,40045,3.3816
vendor_4,Food & beverage,4.52,67,139,57552,159648,112076,8,1072,113073,3.77
vendor_6,Venue,3.72,117,69,150132,265928,264334,11,348,223928,3.343
vendor_21,Photography,4.84,59,103,65491,106374,87317,4,349,84271,3.7734
vendor_29,Photography,4.75,24,5,68835,124144,81490,8,208,104456,3.0705
vendor_19,Food & beverage,5,18,29,62199,182802,73768,11,197,164432,3.5202
vendor_6,Decorations,4.19,27,84,42544,87868,83818,5,516,83461,3.3717
vendor_20,Venue,4.29,36,90,148407,335934,288108,8,751,206028,3.4543
vendor_41,Making & Grooming,4.97,110,110,23345,58665,48152,0,357,59878,3.9774
vendor_13,Decorations,4.53,8,105,42431,114311,84828,5,1346,77972,3.3923
vendor_38,Venue,4.05,62,120,130684,337699,259763,2,1076,257677,3.4869
vendor_18,Making & Grooming,4.63,85,139,20887,67920,59670,6,738,53485,3.8633
vendor_36,Photography,4.88,35,92,70336,120014,76883,7,918,103374,3.7212
vendor_47,Photography,4.58,18,121,70309,144240,106635,11,248,138847,3.5936
vendor_37,Venue,3.97,12,81,153950,313717,203565,11,953,313846,3.1838
vendor_19,Photography,5,89,149,64766,109793,66028,6,1450,72651,3.9734
vendor_17,Decorations,4.57,105,70,40547,103907,63973,11,1280,95891,3.7518
vendor_21,Making & Grooming,5,77,104,21611,63928,56169,8,1363,63334,3.9731
vendor_28,Food & beverage,4.5,21,72,54336,142482,90203,7,618,84422,3.4366
vendor_34,Making & Grooming,4.52,61,111,23119,59733,31461,3,425,33708,3.6609
vendor_18,Photography,5,2,57,71706,146308,88034,0,591,85734,3.2514
vendor_17,Food & beverage,4.63,9,67,58455,153622,87330,11,1377,113654,3.4027
vendor_26,Food & beverage,4.9,26,94,57546,188001,183264,11,1213,194836,3.7722
vendor_42,Making & Grooming,4.89,72,26,21056,58455,24421,3,1343,30094,3.5624
vendor_19,Decorations,4.91,107,100,46676,85020,58521,10,640,73314,3.9411
vendor_35,Food & beverage,4.53,66,80,53181,167617,160483,5,641,154012,3.6698
vendor_30,Making & Grooming,4.82,57,60,21685,76970,31480,7,1477,53268,3.7224
vendor_6,Decorations,4.78,22,126,47664,95866,92679,3,272,110874,3.6925
vendor_7,Decorations,5,86,81,48300,105400,72941,3,788,55201,3.835
vendor_25,Decorations,4.55,108,47,41040,96810,49028,7,1278,48947,3.585
vendor_15,Making & Grooming,4.59,29,54,22588,57381,29600,0,501,50266,3.4613
vendor_17,Photography,5,76,104,63809,149707,131476,2,1038,110469,3.9057
vendor_24,Food & beverage,4.52,115,102,50016,177438,76394,1,979,92028,3.7486
vendor_40,Venue,4.54,22,57,151482,337423,284500,2,190,168682,3.3507
vendor_40,Decorations,4.87,13,127,40082,89804,59607,8,234,85952,3.6758
vendor_49,Making & Grooming,5,78,113,23102,57552,55677,8,868,41079,3.9583
vendor_12,Photography,4.98,79,121,61961,105937,69556,10,1026,128230,3.9865
vendor_37,Photography,4.34,118,102,71768,105421,91418,3,714,127762,3.6756
vendor_42,Food & beverage,4.45,83,76,59269,152177,136837,0,1276,153283,3.6275
vendor_20,Decorations,4.35,81,95,48941,113415,64626,11,184,90711,3.6557
vendor_25,Food & beverage,5,116,25,61660,193103,90502,1,97,90794,3.6672
vendor_32,Photography,4.78,17,60,62939,143495,87387,9,1043,134279,3.5315
vendor_34,Photography,4.48,92,126,73678,110247,79968,0,1330,110929,3.7149
vendor_7,Food & beverage,5,82,23,60643,155216,134039,10,989,180759,3.6981
vendor_21,Venue,4.12,35,95,154541,266802,197724,6,210,270332,3.3984
vendor_8,Photography,5,40,104,63340,143945,79281,5,1330,148598,3.8489
vendor_21,Food & beverage,4.9,116,94,50500,144554,76045,11,368,53567,3.8925
vendor_34,Decorations,4.27,82,56,47944,110627,86512,10,1027,56643,3.4642
vendor_21,Venue,4.16,100,158,156149,290257,190676,2,392,273404,3.6537
vendor_45,Photography,4.76,24,47,66285,141097,77321,7,1099,78059,3.455
vendor_34,Decorations,4.63,69,29,42316,100259,77922,1,965,64315,3.4579
vendor_20,Photography,4.74,9,133,71207,145911,114627,6,558,130960,3.5584
vendor_20,Making & Grooming,5,50,80,24984,63907,28356,10,1121,31643,3.8002
vendor_36,Food & beverage,4.62,94,42,56121,168780,162606,0,766,137157,3.6048
vendor_3,Food & beverage,4.83,85,117,59555,186880,169403,9,830,108103,3.9098
vendor_16,Venue,4.47,32,74,144633,257991,255063,6,1491,214811,3.4776
vendor_34,Food & beverage,4.86,97,69,57623,159703,149924,1,1237,86656,3.7787
vendor_10,Photography,5,15,73,70352,124654,80469,9,580,141848,3.6473
vendor_12,Food & beverage,4.73,62,109,62077,177525,154303,1,1110,66471,3.7047
vendor_4,Making & Grooming,4.81,48,135,22703,67151,49701,10,68,31276,3.8219
vendor_3,Making & Grooming,4.88,109,113,22151,59937,55127,5,438,62536,3.9711
vendor_21,Venue,4.02,34,39,140316,267621,165160,0,852,256515,3.1466
vendor_7,Photography,4.77,101,73,68117,115291,112679,11,748,64076,3.7553
vendor_4,Food & beverage,4.87,76,56,59547,172007,82291,6,498,191677,3.7833
vendor_11,Venue,4.24,23,79,153790,282486,259842,0,1449,195138,3.2934
vendor_2,Decorations,5,100,70,40382,93585,68285,10,1395,80831,3.9199
vendor_32,Photography,4.3,76,5,65116,114903,98233,2,1134,85960,2.9934
vendor_14,Decorations,4.44,64,14,49654,111770,106350,9,1424,59564,3.2352
vendor_40,Food & beverage,4.79,40,92,50035,169785,165743,9,742,167805,3.7709
vendor_29,Food & beverage,4.38,31,58,62457,164721,132956,0,275,100764,3.3652
vendor_3,Food & beverage,5,4,41,61356,182786,152250,2,708,74031,3.2746
vendor_19,Decorations,4.62,113,66,49939,98465,60164,9,1472,69553,3.7181
vendor_22,Making & Grooming,4.49,6,112,22552,65249,36707,2,426,56326,3.3559
vendor_20,Food & beverage,4.84,115,51,52694,176652,90242,6,331,106820,3.7869
vendor_45,Photography,4.97,51,85,72988,119822,92764,2,529,133198,3.7989
vendor_30,Venue,3.91,17,91,157774,253555,203897,0,215,188989,3.1236
vendor_31,Photography,5,28,55,70228,141320,87533,8,986,121800,3.6637
vendor_29,Food & beverage,4.59,78,67,57098,166644,110017,9,722,59926,3.6173
vendor_36,Making & Grooming,4.77,30,73,21810,71818,25011,8,900,34525,3.6168
vendor_9,Food & beverage,4.47,118,122,60161,168625,121652,5,404,79060,3.7536
vendor_42,Decorations,4.39,83,118,45985,97790,93492,2,443,42500,3.6046
vendor_24,Food & beverage,4.49,105,88,59904,166921,114455,5,58,137231,3.7265
vendor_39,Making & Grooming,4.95,81,48,22863,62880,51812,0,344,40704,3.7309
vendor_41,Making & Grooming,5,52,74,20067,74026,35760,1,1412,41780,3.792
vendor_34,Food & beverage,5,72,72,61358,182202,63063,0,361,167282,3.8466
vendor_32,Photography,4.95,18,46,74401,134402,115928,1,154,90027,3.4703
vendor_22,Decorations,4.67,4,72,44807,102354,93584,6,424,43573,3.2295
vendor_29,Food & beverage,4.7,105,52,59124,194777,103039,3,920,55589,3.622
vendor_9,Photography,5,14,75,62504,124417,123827,6,1146,88557,3.5965
vendor_21,Venue,4.5,110,90,142825,332471,226642,2,762,176360,3.6732
vendor_23,Photography,4.79,11,58,68704,140455,97376,7,203,65164,3.3773
vendor_8,Making & Grooming,4.88,12,95,22586,77224,41738,4,305,76350,3.6215
vendor_45,Food & beverage,4.16,11,47,56054,199424,122399,4,63,177419,3.1404
vendor_40,Photography,5,68,19,71403,120037,90442,7,1352,98416,3.5604
vendor_18,Food & beverage,5,60,44,50231,171589,102125,2,959,91999,3.7061
vendor_50,Decorations,5,18,36,40170,89151,46576,6,1031,53133,3.4804
vendor_31,Making & Grooming,4.81,49,118,23576,65145,58214,0,1387,54595,3.7924
vendor_15,Photography,4.87,82,152,67202,135139,104408,0,311,82584,3.8902
vendor_46,Photography,4.84,118,22,73774,139857,79379,0,819,72170,3.5233
vendor_46,Making & Grooming,4.85,23,79,24185,65906,47999,9,248,73256,3.6818
vendor_16,Making & Grooming,4.87,29,69,23017,63392,39119,4,213,33292,3.6155
vendor_25,Photography,4.96,19,92,71057,112408,81751,3,800,133965,3.6725
vendor_8,Photography,4.92,118,72,66453,139075,90557,6,607,129445,3.894
vendor_10,Making & Grooming,4.52,7,82,22652,64638,59793,7,631,71761,3.3679
vendor_43,Making & Grooming,4.61,79,117,20058,64650,41368,4,330,63661,3.8096
vendor_22,Photography,4.96,35,58,71604,129043,109575,8,125,83806,3.6462
vendor_4,Food & beverage,4.16,2,91,55521,152891,137852,10,450,150475,3.0859
vendor_37,Venue,4.29,72,42,145276,285224,180104,1,1292,210174,3.3758
vendor_42,Decorations,4.41,52,50,48367,94916,57876,7,363,114992,3.4898
vendor_17,Decorations,4.32,39,37,44780,96410,74510,10,66,86779,3.349
vendor_4,Decorations,4.49,112,164,43971,119725,100039,1,669,100532,3.8381
vendor_25,Venue,4.63,4,40,139933,276978,184980,3,242,164754,3.1043
vendor_42,Photography,4.85,40,99,60701,147414,140652,6,545,146180,3.7767
vendor_16,Making & Grooming,4.55,115,122,23883,75324,72002,3,445,56139,3.8246
vendor_1,Making & Grooming,5,110,43,24976,77451,56380,1,1306,66643,3.8121
vendor_8,Making & Grooming,4.86,95,104,21488,63938,60214,6,978,41487,3.9026
vendor_16,Photography,4.46,36,84,69219,145797,125517,2,772,127494,3.5147
vendor_17,Decorations,3.98,10,40,42183,113070,45957,6,743,105355,3.0132
vendor_5,Making & Grooming,5,90,81,23851,56078,25432,1,155,33913,3.8575
vendor_42,Photography,5,77,107,69020,107673,107081,10,527,142456,3.9673
vendor_20,Making & Grooming,5,47,136,21164,74355,52503,11,621,56939,3.9639
vendor_38,Decorations,4.05,110,81,43695,93112,75754,1,682,90157,3.4948
vendor_18,Photography,4.77,91,131,63302,118339,79136,2,1212,120673,3.881
vendor_50,Decorations,4.54,14,87,44852,89948,77419,1,1466,103696,3.4367
vendor_8,Decorations,4.68,106,78,45310,117224,78145,2,1413,113855,3.7823
vendor_42,Making & Grooming,4.95,18,145,23825,68202,62108,6,446,35475,3.7453
vendor_48,Making & Grooming,4.65,113,91,22702,74749,53213,6,456,31057,3.7782
vendor_39,Food & beverage,4.57,11,87,61036,154060,111677,0,1371,82970,3.3653
vendor_7,Food & beverage,4.82,97,85,61320,151683,64282,3,295,113565,3.8304
vendor_17,Photography,4.92,8,74,71093,144164,116056,6,136,139018,3.5105
vendor_19,Decorations,4.76,15,99,44179,93332,81754,4,1155,75271,3.56
vendor_13,Making & Grooming,5,39,40,22838,69138,38484,9,1084,59266,3.6832
vendor_30,Decorations,4.82,47,66,42338,100494,63909,5,916,102363,3.7016
vendor_6,Food & beverage,4.85,94,76,51604,147590,86454,5,445,88334,3.8206
vendor_25,Decorations,4.29,54,37,48218,102658,76661,8,47,119914,3.3882
vendor_31,Decorations,4.6,4,35,48348,101673,58721,11,895,56587,3.1063
vendor_44,Decorations,5,103,96,48633,90971,58140,6,1228,95155,3.9649
vendor_15,Making & Grooming,5,41,102,23885,60175,59512,9,1041,46859,3.8561
vendor_38,Photography,4.8,65,125,60820,132100,123104,11,807,114524,3.8809
vendor_47,Decorations,4.63,73,67,44616,98860,52702,3,182,98236,3.67
vendor_22,Photography,4.86,37,75,64115,124024,123432,2,918,127419,3.6815
vendor_34,Food & beverage,4.27,31,18,51716,162007,54193,4,398,75839,3.1002
vendor_47,Photography,4.81,72,66,67562,112139,94703,11,574,144984,3.783
vendor_27,Photography,4.73,105,105,65803,128926,96805,1,684,142990,3.8489
vendor_7,Food & beverage,4.59,78,102,54022,181104,56656,4,411,99824,3.7378
vendor_14,Decorations,4.13,18,98,44422,101798,73723,10,1387,96628,3.3506
vendor_43,Making & Grooming,4.88,42,77,22810,56568,46663,5,1017,44681,3.7286
vendor_40,Decorations,4.4,77,82,47711,96105,77857,0,229,44424,3.5183
vendor_17,Photography,4.9,104,97,73085,142565,96269,9,414,129327,3.9315
vendor_27,Food & beverage,4.83,85,84,56508,187175,108971,7,511,82187,3.8129
vendor_15,Decorations,4.5,23,94,42121,106524,85452,0,975,44987,3.4234
vendor_4,Venue,4.26,71,68,150459,283179,235857,4,294,159681,3.4337
vendor_49,Decorations,4.75,91,98,49434,109247,82706,11,857,82019,3.8482
vendor_15,Food & beverage,4.29,38,102,55738,153319,115170,7,883,187293,3.5456
vendor_36,Photography,4.86,117,115,64497,128360,72752,11,335,78898,3.9375
vendor_7,Venue,4.47,66,105,139607,319088,144990,11,1080,339965,3.7176
vendor_34,Making & Grooming,5,94,105,23001,69369,28045,0,1432,22057,3.8658
vendor_14,Photography,4.9,92,100,74559,118692,74761,1,608,80100,3.8221
vendor_33,Decorations,4.53,35,18,42962,88840,63495,7,1222,66508,3.2544
vendor_34,Food & beverage,4.68,119,83,56555,171288,81329,11,1125,194341,3.8707
vendor_6,Photography,4.91,43,107,67661,111967,97531,11,920,113000,3.8287
vendor_7,Decorations,4.21,33,93,40832,101405,51017,8,1106,74139,3.4417
vendor_26,Decorations,4.86,65,91,40039,88274,68237,0,626,75276,3.791
vendor_39,Making & Grooming,4.48,101,40,20318,67818,46329,8,1317,56769,3.5884
vendor_35,Venue,4.09,114,67,131375,325505,322297,3,1277,151491,3.4329
vendor_8,Decorations,4.2,63,82,49412,102540,55391,1,461,50112,3.4032
vendor_12,Photography,5,100,47,73460,116361,109400,10,1469,82074,3.7823
vendor_40,Decorations,4.64,7,84,43991,114784,76392,9,902,119297,3.4294
vendor_41,Venue,4.64,17,134,135939,286948,269857,3,919,147762,3.5289
vendor_27,Photography,4.94,77,60,65538,128694,76094,10,590,136724,3.8251
vendor_10,Photography,4.77,9,89,70271,118811,74012,6,208,105284,3.471
vendor_4,Photography,4.57,76,144,71659,141935,125224,6,695,115878,3.7889
vendor_34,Making & Grooming,4.82,111,74,24071,63013,29676,1,556,63184,3.8396
vendor_29,Decorations,4.53,27,108,49135,104952,95777,6,199,94261,3.5787
vendor_18,Making & Grooming,5,46,71,20657,60736,56034,10,1213,35369,3.7952
vendor_20,Venue,4.41,78,69,136795,339920,298930,10,885,303327,3.6209
vendor_7,Making & Grooming,4.73,95,10,24513,70151,28883,8,1163,22241,3.3313
vendor_11,Food & beverage,4.74,32,96,61722,179766,83000,4,798,59676,3.5944
vendor_24,Making & Grooming,4.73,85,62,22339,64526,29181,1,1315,25429,3.6469
vendor_6,Venue,4.53,41,57,135892,322312,240141,3,229,323920,3.5129
vendor_7,Food & beverage,4.48,90,59,62034,158782,111213,4,1340,86123,3.5741
vendor_27,Venue,3.65,107,87,134902,271849,183456,9,895,162800,3.313
vendor_40,Decorations,5,49,74,48716,97335,54893,10,941,74161,3.8018
vendor_8,Decorations,4.21,23,126,46064,90639,48542,7,256,97148,3.453
vendor_17,Photography,4.89,38,133,62941,137924,86323,8,803,82791,3.8036
vendor_40,Photography,4.65,100,57,60957,121637,85226,5,1218,122309,3.6952
vendor_1,Venue,4.21,1,81,151300,254972,209865,11,909,331696,3.015
vendor_49,Venue,3.52,99,87,138303,256630,139428,7,1434,309715,3.2891
vendor_30,Making & Grooming,4.82,27,79,20280,60446,51333,7,1372,37206,3.6485
vendor_48,Decorations,4.72,36,150,42061,105559,45926,1,1494,89229,3.7536
vendor_45,Photography,4.7,18,67,69357,112135,82865,3,1002,78043,3.4341
vendor_47,Photography,5,114,79,63062,129700,115276,4,512,98389,3.912
vendor_22,Making & Grooming,4.8,17,153,24969,69864,43603,8,605,45544,3.7066
vendor_13,Making & Grooming,5,53,90,22735,70626,56307,8,1236,56208,3.8798
vendor_17,Photography,4.55,46,39,74900,128838,113819,4,150,71629,3.3842
vendor_11,Photography,4.71,66,17,61075,125797,104757,4,1046,103406,3.4119
vendor_32,Decorations,4.39,53,72,43222,105375,85364,1,292,42214,3.4365
vendor_29,Decorations,4.64,87,144,48534,119228,93230,9,716,80522,3.8617
vendor_39,Decorations,4.76,22,45,43632,100029,43646,3,110,48127,3.4062
vendor_35,Photography,4.72,83,79,61824,127713,94091,6,672,92380,3.7449
vendor_43,Making & Grooming,4.66,92,58,23490,70386,36828,8,1115,39088,3.6923
vendor_24,Venue,4.33,101,123,136260,321802,151679,3,1172,324628,3.7065
vendor_6,Making & Grooming,4.32,35,95,23057,74654,42165,5,911,32549,3.462
vendor_2,Making & Grooming,4.8,38,105,20797,67326,24260,3,875,36010,3.7225
vendor_37,Making & Grooming,5,9,98,20605,59677,57920,3,1309,34730,3.5904
vendor_37,Food & beverage,4.43,55,67,57175,167898,100829,2,1376,129712,3.5333
vendor_27,Photography,5,29,76,69379,141495,116372,5,1162,68174,3.6539
vendor_42,Food & beverage,4.91,111,17,50338,182621,121842,7,809,91129,3.5965
vendor_43,Photography,5,1,115,68010,116291,113584,4,1320,135763,3.3995
vendor_36,Decorations,4.69,11,116,48078,115334,111612,0,1325,89217,3.5053
vendor_30,Food & beverage,4.89,89,111,52981,152785,107721,5,272,53534,3.8479
vendor_44,Venue,4.22,18,84,135585,337893,209675,4,43,199400,3.2953
vendor_50,Venue,3.86,35,80,136438,317806,265906,5,350,197370,3.2236
vendor_27,Venue,4.03,32,60,150515,247352,164393,7,1139,152247,3.1985
vendor_34,Making & Grooming,4.74,77,65,23858,77192,46380,1,925,51626,3.7111
vendor_4,Photography,4.76,2,74,73763,149863,91171,2,1172,61011,3.1786
vendor_46,Venue,4.51,44,58,155679,303989,301980,5,87,266528,3.5034
vendor_44,Decorations,4.94,52,5,49775,98099,86580,3,964,95700,3.2651
vendor_45,Decorations,4.36,97,89,40390,84082,82126,0,681,66111,3.6064
vendor_35,Food & beverage,4.85,6,45,51694,158636,56531,3,807,112546,3.3367
vendor_15,Decorations,4.55,92,103,43620,94631,73448,1,1028,49415,3.6768
vendor_44,Making & Grooming,4.72,76,73,23363,75407,41564,0,1367,77960,3.7426
vendor_37,Decorations,4.9,4,111,42910,86017,47133,10,1283,84023,3.5147
vendor_22,Photography,4.83,55,86,67255,141688,71491,0,1458,126896,3.7399
vendor_32,Venue,3.99,86,72,158378,322529,183319,1,1441,220380,3.3686
vendor_14,Food & beverage,5,97,103,57000,160022,57234,9,1023,160866,4.0085
vendor_25,Food & beverage,4.75,11,84,61446,180508,86461,5,63,112306,3.4904
vendor_42,Making & Grooming,4.89,62,150,21110,64653,35526,5,1286,79783,3.9606
vendor_19,Venue,4.45,105,17,145802,326657,189473,2,927,304943,3.3665
vendor_41,Photography,5,105,80,73111,111208,82755,5,1349,77958,3.8627
vendor_9,Venue,3.85,84,141,151962,287562,169376,9,572,318770,3.5139
vendor_48,Making & Grooming,4.74,28,61,23439,56583,32577,1,107,57303,3.5593
vendor_19,Making & Grooming,4.84,75,46,23303,58447,32711,1,1435,43071,3.6701
vendor_46,Making & Grooming,4.65,77,57,20386,64603,22392,10,54,75189,3.7154
vendor_4,Venue,3.93,16,84,134964,297339,264186,6,39,346622,3.2058
vendor_1,Photography,4.78,35,84,72001,140587,127132,9,1200,114840,3.6794
vendor_36,Making & Grooming,4.78,105,159,23601,74677,40659,5,1009,72761,3.9922
vendor_15,Venue,4.13,88,67,130797,284888,275463,3,538,154051,3.4129
vendor_29,Food & beverage,4.75,52,83,53110,190199,189471,7,691,132494,3.7448
vendor_10,Food & beverage,4.39,95,118,54016,150550,119111,8,1447,136884,3.7477
vendor_17,Venue,4.43,55,58,148904,331327,229099,4,785,199447,3.472
vendor_19,Venue,4.58,74,138,151621,331512,326631,6,263,154992,3.7279
vendor_22,Decorations,4.68,11,77,41388,88367,86835,11,1305,44490,3.4156
vendor_2,Making & Grooming,4.94,51,84,23290,62377,33193,0,242,50267,3.7847
vendor_18,Making & Grooming,4.92,86,34,20449,72952,23947,0,747,45545,3.6773
vendor_7,Food & beverage,4.76,48,74,57214,196834,117043,1,1075,179412,3.6956
vendor_17,Photography,4.98,77,12,62267,128583,84372,8,386,71718,3.467
vendor_33,Photography,4.79,34,30,67039,149590,111036,7,975,101001,3.4603
vendor_19,Food & beverage,4.77,99,106,50026,192685,171343,8,812,137995,3.9054
vendor_50,Food & beverage,4.53,106,18,51722,176820,118909,11,1309,199466,3.4945
vendor_12,Decorations,5,81,41,47443,89492,64270,5,531,115592,3.772
vendor_45,Photography,5,19,102,63807,121884,115599,9,413,70515,3.6856
vendor_7,Photography,4.82,71,67,64398,115443,101606,7,1149,75316,3.7113
vendor_41,Making & Grooming,4.7,31,118,23826,58430,26762,3,257,59384,3.6963
vendor_11,Making & Grooming,5,18,23,24786,79371,79094,9,1059,76200,3.4735
vendor_13,Decorations,4.1,100,65,47452,87960,87054,6,925,70519,3.4539
vendor_18,Decorations,4.84,79,64,40829,91988,76583,4,407,56560,3.73
vendor_28,Food & beverage,4.55,21,95,58828,178938,94219,3,274,120291,3.5144
vendor_24,Making & Grooming,4.73,37,101,23670,65098,43575,5,924,20506,3.6262
vendor_21,Photography,4.98,84,80,65613,140818,80396,7,1339,99970,3.8709
vendor_31,Decorations,4.35,15,68,40755,84145,60713,5,659,87984,3.3268
vendor_45,Venue,4.32,58,5,142106,285196,271216,5,137,155618,2.9539
vendor_43,Making & Grooming,4.96,63,38,24255,60195,53725,1,1354,53375,3.6746
vendor_26,Decorations,4.49,33,122,45888,105716,69628,8,1083,95441,3.631
vendor_19,Photography,4.95,89,116,62021,125982,93539,0,139,147889,3.9408
vendor_37,Food & beverage,4.87,72,26,50893,198431,145153,5,263,156568,3.6198
vendor_39,Food & beverage,4.43,11,38,50483,181989,95224,3,657,64890,3.1484
vendor_23,Decorations,4.3,58,111,48601,101443,100062,4,1239,82257,3.5729
vendor_27,Making & Grooming,4.79,6,54,23222,66623,38617,1,585,53067,3.3371
vendor_49,Photography,4.57,110,101,73551,138331,85752,6,169,112362,3.7699
vendor_12,Food & beverage,4.45,76,74,60228,149218,144566,3,1072,153748,3.6244
vendor_23,Making & Grooming,4.87,16,32,24868,66233,27956,8,1197,73762,3.4534
vendor_46,Venue,4.89,75,80,141931,267187,207950,7,331,299511,3.8431
vendor_16,Making & Grooming,4.87,88,133,22065,64589,51743,2,62,67852,3.9572
vendor_20,Decorations,4.39,102,5,43083,108504,54063,2,278,62975,3.0874
vendor_1,Decorations,4.45,16,51,43075,85259,61679,9,577,93655,3.3424
vendor_35,Venue,4.37,17,93,158735,276292,228220,7,127,144787,3.3434
vendor_40,Decorations,4.35,69,92,41266,117246,94714,9,515,85048,3.6213
vendor_37,Decorations,4.67,101,104,40337,109436,55429,0,375,98045,3.814
vendor_10,Venue,4.41,49,112,158611,306087,258520,10,576,246134,3.6207
vendor_21,Food & beverage,5,28,77,61593,168359,110895,11,1369,148891,3.7694
vendor_44,Photography,5,71,102,64353,131902,127549,11,1390,144293,3.9565
vendor_26,Photography,4.89,64,54,68009,127027,81801,1,1167,91126,3.673
vendor_2,Making & Grooming,4.15,60,147,21333,79549,66937,9,877,57869,3.6218
vendor_30,Photography,4.43,11,78,70495,138208,88017,8,932,99374,3.3256
vendor_34,Food & beverage,4.29,117,79,52078,178871,138148,1,1307,189771,3.6357
vendor_17,Making & Grooming,4.96,117,91,23877,77198,37366,2,659,75296,3.9627
vendor_50,Decorations,4.63,106,108,40761,90458,60871,6,1065,54849,3.7911
vendor_31,Making & Grooming,4.64,105,90,22964,65222,35775,6,1083,46990,3.7946
vendor_32,Photography,5,59,146,72343,135729,123433,11,1306,127002,3.9818
vendor_41,Photography,5,93,162,71779,126103,88867,6,1498,70334,3.9802
vendor_47,Photography,5,109,79,73825,105789,74998,2,1487,139880,3.9123
vendor_19,Food & beverage,4.69,9,52,55943,189626,125559,6,1380,146161,3.3736
vendor_21,Photography,4.87,118,5,74705,141329,134441,3,1429,131120,3.3442
vendor_38,Decorations,4.49,117,67,49352,101217,96818,2,1299,58559,3.6155
vendor_13,Making & Grooming,4.86,17,106,22821,68369,47738,11,606,24616,3.6219
vendor_36,Photography,5,28,94,60356,129761,127585,10,39,128440,3.7954
vendor_45,Decorations,4.55,35,55,46937,114956,65701,10,550,104206,3.5222
vendor_42,Making & Grooming,4.55,57,89,24036,75786,44972,11,169,38952,3.6674
vendor_32,Photography,5,95,63,74412,142708,79466,6,428,99678,3.8345
vendor_37,Food & beverage,4.38,52,131,55229,152029,96812,1,64,143125,3.64
vendor_5,Making & Grooming,4.43,40,86,23346,60054,27546,8,1408,65941,3.5806
vendor_39,Venue,4.17,112,87,153104,303004,273231,10,391,298138,3.6024
vendor_11,Photography,4.7,72,51,73440,116289,78601,1,929,131774,3.6195
vendor_28,Making & Grooming,4.9,50,115,22411,71674,30719,3,229,52728,3.8452
vendor_45,Photography,5,46,88,62405,144651,119720,3,682,138501,3.8227
vendor_35,Venue,4.04,77,89,156178,344422,164178,6,1292,193902,3.4329
vendor_7,Venue,4.39,29,15,142962,292228,255854,7,805,301061,3.1562
vendor_42,Food & beverage,4.43,86,155,62284,190534,176098,1,826,51706,3.6772
vendor_20,Photography,4.07,96,100,68566,106612,85404,5,753,126927,3.5335
vendor_23,Venue,4.53,72,115,145948,270117,269378,2,518,226453,3.6971
vendor_41,Venue,4.12,32,5,147630,283828,199492,0,464,299964,2.8117
vendor_36,Venue,3.96,63,38,148368,339563,292663,0,780,268675,3.2068
vendor_37,Venue,4.28,56,49,143320,279260,260687,2,1183,276997,3.3991
vendor_8,Venue,4.36,116,50,146607,247025,213690,9,685,279428,3.5796
